"","gene","coverage","chromosome","begin","end","orientation","length","position","perc_coverage","Mb_position","Chr"
"2518","Sh03_g031860",39,"Sh03",52154641,52158635,"+",3994,52156638,0.976464697045568,52.156638,"Sh0"
"2519","Sh03_g031910",514,"Sh03",52184788,52193832,"+",9044,52189310,5.68332596196373,52.18931,"Sh0"
"2520","Sh03_g031940",33,"Sh03",52206535,52207035,"-",500,52206785,6.6,52.206785,"Sh0"
"2521","Sh03_g031960",216,"Sh03",52273956,52278910,"+",4954,52276433,4.3601130399677,52.276433,"Sh0"
"2522","Sh03_g032130",37,"Sh03",52459211,52462510,"-",3299,52460860.5,1.12155198545014,52.4608605,"Sh0"
"2523","Sh03_g032150",67,"Sh03",52471070,52474299,"-",3229,52472684.5,2.07494580365438,52.4726845,"Sh0"
"2524","Sh03_g032180",209,"Sh03",52514451,52517076,"-",2625,52515763.5,7.96190476190476,52.5157635,"Sh0"
"2525","Sh03_g032190",19,"Sh03",52520372,52523572,"-",3200,52521972,0.59375,52.521972,"Sh0"
"2526","Sh03_g032310",189,"Sh03",52752024,52755969,"+",3945,52753996.5,4.79087452471483,52.7539965,"Sh0"
"2527","Sh03_g032360",18,"Sh03",52877639,52880544,"-",2905,52879091.5,0.619621342512909,52.8790915,"Sh0"
"2528","Sh03_g032640",18,"Sh03",53173937,53182963,"+",9026,53178450,0.199423886549967,53.17845,"Sh0"
"2529","Sh03_g032670",18,"Sh03",53196489,53197604,"+",1115,53197046.5,1.61434977578475,53.1970465,"Sh0"
"2530","Sh03_g032770",87,"Sh03",53349892,53355792,"-",5900,53352842,1.47457627118644,53.352842,"Sh0"
"2531","Sh03_g032810",19,"Sh03",53411600,53413477,"+",1877,53412538.5,1.01225359616409,53.4125385,"Sh0"
"2532","Sh03_g032850",132,"Sh03",53446068,53448786,"-",2718,53447427,4.85651214128035,53.447427,"Sh0"
"2533","Sh03_g032870",52,"Sh03",53472414,53476329,"+",3915,53474371.5,1.32822477650064,53.4743715,"Sh0"
"2534","Sh03_g032930",19,"Sh03",53561045,53561422,"-",377,53561233.5,5.03978779840849,53.5612335,"Sh0"
"2535","Sh03_g032950",18,"Sh03",53582442,53583011,"+",569,53582726.5,3.16344463971881,53.5827265,"Sh0"
"2536","Sh03_g032970",19,"Sh03",53598406,53600696,"+",2290,53599551,0.829694323144105,53.599551,"Sh0"
"2537","Sh03_g033030",33,"Sh03",53725101,53729690,"+",4589,53727395.5,0.719110917411201,53.7273955,"Sh0"
"2538","Sh03_g033050",18,"Sh03",53742852,53745551,"+",2699,53744201.5,0.66691367173027,53.7442015,"Sh0"
"2539","Sh03_g033060",98,"Sh03",53805867,53810251,"+",4384,53808059,2.23540145985401,53.808059,"Sh0"
"2540","Sh03_g033070",99,"Sh03",53814062,53818691,"+",4629,53816376.5,2.13869086195723,53.8163765,"Sh0"
"2541","Sh03_g033080",25,"Sh03",53825228,53830920,"+",5692,53828074,0.439212930428672,53.828074,"Sh0"
"2542","Sh03_g033100",18,"Sh03",53843950,53846639,"-",2689,53845294.5,0.669393826701376,53.8452945,"Sh0"
"2543","Sh03_g033120",18,"Sh03",53876619,53879087,"+",2468,53877853,0.729335494327391,53.877853,"Sh0"
"2544","Sh03_g033180",18,"Sh03",53936028,53940964,"-",4936,53938496,0.364667747163695,53.938496,"Sh0"
"2545","Sh03_g033190",36,"Sh03",53942813,53944307,"-",1494,53943560,2.40963855421687,53.94356,"Sh0"
"2546","Sh03_g033200",18,"Sh03",53946204,53948329,"-",2125,53947266.5,0.847058823529412,53.9472665,"Sh0"
"2547","Sh03_g033240",36,"Sh03",54003398,54006641,"-",3243,54005019.5,1.11008325624422,54.0050195,"Sh0"
"2548","Sh03_g033260",36,"Sh03",54038427,54047059,"+",8632,54042743,0.417052826691381,54.042743,"Sh0"
"2549","Sh03_g033280",18,"Sh03",54050114,54051786,"+",1672,54050950,1.07655502392344,54.05095,"Sh0"
"2550","Sh03_g033300",18,"Sh03",54056317,54059122,"-",2805,54057719.5,0.641711229946524,54.0577195,"Sh0"
"2551","Sh03_g033430",383,"Sh03",54199766,54200401,"+",635,54200083.5,60.3149606299213,54.2000835,"Sh0"
"2552","Sh03_g033470",19,"Sh03",54214471,54217827,"-",3356,54216149,0.566150178784267,54.216149,"Sh0"
"2553","Sh03_g033480",18,"Sh03",54219544,54220635,"-",1091,54220089.5,1.64986251145738,54.2200895,"Sh0"
"2554","Sh03_g033490",18,"Sh03",54228252,54231059,"+",2807,54229655.5,0.641254007837549,54.2296555,"Sh0"
"2555","Sh03_g033520",18,"Sh03",54275670,54279014,"-",3344,54277342,0.538277511961722,54.277342,"Sh0"
"2556","Sh03_g033590",145,"Sh03",54376374,54377682,"+",1308,54377028,11.085626911315,54.377028,"Sh0"
"2557","Sh03_g033600",543,"Sh03",54420920,54421749,"+",829,54421334.5,65.5006031363088,54.4213345,"Sh0"
"2558","Sh03_g033620",18,"Sh03",54431968,54434129,"+",2161,54433048.5,0.832947709393799,54.4330485,"Sh0"
"2559","Sh03_g033630",18,"Sh03",54435362,54446792,"+",11430,54441077,0.15748031496063,54.441077,"Sh0"
"2560","Sh03_g033660",19,"Sh03",54468805,54470855,"-",2050,54469830,0.926829268292683,54.46983,"Sh0"
"2561","Sh03_g033670",18,"Sh03",54518426,54520263,"-",1837,54519344.5,0.979858464888405,54.5193445,"Sh0"
"2562","Sh03_g033730",18,"Sh03",54573981,54577001,"-",3020,54575491,0.596026490066225,54.575491,"Sh0"
"2563","Sh03_g033840",18,"Sh03",54721301,54722982,"-",1681,54722141.5,1.07079119571684,54.7221415,"Sh0"
"2564","Sh03_g033860",31,"Sh03",54727706,54733722,"-",6016,54730714,0.515292553191489,54.730714,"Sh0"
"2565","Sh03_g033890",18,"Sh03",54782269,54784925,"+",2656,54783597,0.677710843373494,54.783597,"Sh0"
"2566","Sh03_g033900",22,"Sh03",54786010,54792949,"+",6939,54789479.5,0.317048566075803,54.7894795,"Sh0"
"2567","Sh03_g033990",179,"Sh03",54862019,54865755,"-",3736,54863887,4.79122055674518,54.863887,"Sh0"
"2568","Sh04_g000040",21,"Sh04",119333,125438,"-",6105,122385.5,0.343980343980344,0.1223855,"Sh0"
"2569","Sh04_g000060",79,"Sh04",149296,155790,"-",6494,152543,1.21650754542655,0.152543,"Sh0"
"2570","Sh04_g000120",19,"Sh04",221331,222245,"+",914,221788,2.07877461706783,0.221788,"Sh0"
"2571","Sh04_g000140",55,"Sh04",260334,265620,"-",5286,262977,1.04048429814605,0.262977,"Sh0"
"2572","Sh04_g000150",18,"Sh04",290372,292219,"+",1847,291295.5,0.974553329723877,0.2912955,"Sh0"
"2573","Sh04_g000200",18,"Sh04",484204,488825,"+",4621,486514.5,0.389526076606795,0.4865145,"Sh0"
"2574","Sh04_g000270",89,"Sh04",650693,653319,"-",2626,652006,3.38918507235339,0.652006,"Sh0"
"2575","Sh04_g000330",18,"Sh04",727562,738217,"+",10655,732889.5,0.168934772407321,0.7328895,"Sh0"
"2576","Sh04_g000450",19,"Sh04",888126,888581,"-",455,888353.5,4.17582417582418,0.8883535,"Sh0"
"2577","Sh04_g000550",37,"Sh04",985875,988601,"+",2726,987238,1.35730007336757,0.987238,"Sh0"
"2578","Sh04_g000580",18,"Sh04",996798,998552,"-",1754,997675,1.02622576966933,0.997675,"Sh0"
"2579","Sh04_g000680",18,"Sh04",1243035,1246532,"+",3497,1244783.5,0.514726908778953,1.2447835,"Sh0"
"2580","Sh04_g000720",589,"Sh04",1290268,1296228,"+",5960,1293248,9.88255033557047,1.293248,"Sh0"
"2581","Sh04_g000770",49,"Sh04",1381491,1385185,"-",3694,1383338,1.3264753654575,1.383338,"Sh0"
"2582","Sh04_g000780",140,"Sh04",1385715,1388294,"-",2579,1387004.5,5.42846064366033,1.3870045,"Sh0"
"2583","Sh04_g000820",78,"Sh04",1426920,1435915,"+",8995,1431417.5,0.867148415786548,1.4314175,"Sh0"
"2584","Sh04_g000830",425,"Sh04",1437500,1444011,"+",6511,1440755.5,6.52741514360313,1.4407555,"Sh0"
"2585","Sh04_g000890",18,"Sh04",1502724,1506080,"-",3356,1504402,0.536352800953516,1.504402,"Sh0"
"2586","Sh04_g000900",252,"Sh04",1517059,1519916,"+",2857,1518487.5,8.8204410220511,1.5184875,"Sh0"
"2587","Sh04_g000940",18,"Sh04",1557914,1559985,"-",2071,1558949.5,0.869145340415258,1.5589495,"Sh0"
"2588","Sh04_g000950",18,"Sh04",1566410,1568134,"+",1724,1567272,1.04408352668213,1.567272,"Sh0"
"2589","Sh04_g000980",19,"Sh04",1580316,1581582,"+",1266,1580949,1.50078988941548,1.580949,"Sh0"
"2590","Sh04_g001000",138,"Sh04",1590410,1590838,"-",428,1590624,32.2429906542056,1.590624,"Sh0"
"2591","Sh04_g001010",37,"Sh04",1590934,1592644,"-",1710,1591789,2.16374269005848,1.591789,"Sh0"
"2592","Sh04_g001080",98,"Sh04",1699019,1703634,"-",4615,1701326.5,2.12351029252438,1.7013265,"Sh0"
"2593","Sh04_g001100",158,"Sh04",1722599,1725502,"-",2903,1724050.5,5.44264553909749,1.7240505,"Sh0"
"2594","Sh04_g001170",17,"Sh04",1799704,1804230,"+",4526,1801967,0.37560760053027,1.801967,"Sh0"
"2595","Sh04_g001260",18,"Sh04",1879260,1879763,"+",503,1879511.5,3.57852882703777,1.8795115,"Sh0"
"2596","Sh04_g001330",19,"Sh04",1948592,1950729,"+",2137,1949660.5,0.889096864763687,1.9496605,"Sh0"
"2597","Sh04_g001380",37,"Sh04",1955523,1957676,"-",2153,1956599.5,1.71853228053878,1.9565995,"Sh0"
"2598","Sh04_g001460",182,"Sh04",2064587,2072128,"+",7541,2068357.5,2.4134730141891,2.0683575,"Sh0"
"2599","Sh04_g001500",125,"Sh04",2079437,2081573,"+",2136,2080505,5.85205992509363,2.080505,"Sh0"
"2600","Sh04_g001750",18,"Sh04",2414460,2418282,"-",3822,2416371,0.470957613814757,2.416371,"Sh0"
"2601","Sh04_g001800",22,"Sh04",2439445,2440812,"-",1367,2440128.5,1.60936356986101,2.4401285,"Sh0"
"2602","Sh04_g001860",20,"Sh04",2580638,2584816,"+",4178,2582727,0.478697941598851,2.582727,"Sh0"
"2603","Sh04_g001940",21,"Sh04",2807285,2807668,"+",383,2807476.5,5.48302872062663,2.8074765,"Sh0"
"2604","Sh04_g001950",18,"Sh04",2814660,2815037,"-",377,2814848.5,4.77453580901857,2.8148485,"Sh0"
"2605","Sh04_g002000",18,"Sh04",2937968,2942419,"+",4451,2940193.5,0.404403504830375,2.9401935,"Sh0"
"2606","Sh04_g002020",19,"Sh04",2956766,2959075,"-",2309,2957920.5,0.822867042009528,2.9579205,"Sh0"
"2607","Sh04_g002030",24,"Sh04",2959077,2960389,"-",1312,2959733,1.82926829268293,2.959733,"Sh0"
"2608","Sh04_g002050",128,"Sh04",2997355,3005663,"+",8308,3001509,1.54068367838228,3.001509,"Sh0"
"2609","Sh04_g002130",18,"Sh04",3077959,3081063,"+",3104,3079511,0.579896907216495,3.079511,"Sh0"
"2610","Sh04_g002210",170,"Sh04",3126214,3126892,"+",678,3126553,25.0737463126844,3.126553,"Sh0"
"2611","Sh04_g002250",36,"Sh04",3163381,3176277,"+",12896,3169829,0.279156327543424,3.169829,"Sh0"
"2612","Sh04_g002270",75,"Sh04",3182430,3190610,"+",8180,3186520,0.916870415647922,3.18652,"Sh0"
"2613","Sh04_g002310",876,"Sh04",3282014,3284519,"-",2505,3283266.5,34.9700598802395,3.2832665,"Sh0"
"2614","Sh04_g002350",18,"Sh04",3341008,3342240,"+",1232,3341624,1.46103896103896,3.341624,"Sh0"
"2615","Sh04_g002450",36,"Sh04",3439362,3450810,"+",11448,3445086,0.314465408805031,3.445086,"Sh0"
"2616","Sh04_g002490",172,"Sh04",3486065,3489334,"+",3269,3487699.5,5.26154787396757,3.4876995,"Sh0"
"2617","Sh04_g002510",20,"Sh04",3532025,3533896,"-",1871,3532960.5,1.06894708711919,3.5329605,"Sh0"
"2618","Sh04_g002540",799,"Sh04",3580505,3583955,"+",3450,3582230,23.1594202898551,3.58223,"Sh0"
"2619","Sh04_g002570",355,"Sh04",3691153,3696106,"+",4953,3693629.5,7.16737330910559,3.6936295,"Sh0"
"2620","Sh04_g002580",413,"Sh04",3700794,3705107,"+",4313,3702950.5,9.57570136795734,3.7029505,"Sh0"
"2621","Sh04_g002610",26,"Sh04",3705795,3710275,"+",4480,3708035,0.580357142857143,3.708035,"Sh0"
"2622","Sh04_g002620",266,"Sh04",3730176,3742493,"+",12317,3736334.5,2.15961678980271,3.7363345,"Sh0"
"2623","Sh04_g002640",18,"Sh04",3763400,3770156,"+",6756,3766778,0.266429840142096,3.766778,"Sh0"
"2624","Sh04_g002650",48,"Sh04",3777328,3783672,"+",6344,3780500,0.756620428751576,3.7805,"Sh0"
"2625","Sh04_g002670",515,"Sh04",3812387,3817267,"-",4880,3814827,10.5532786885246,3.814827,"Sh0"
"2626","Sh04_g002770",18,"Sh04",3926980,3935378,"+",8398,3931179,0.214336746844487,3.931179,"Sh0"
"2627","Sh04_g002830",18,"Sh04",3968760,3971189,"-",2429,3969974.5,0.741045697818032,3.9699745,"Sh0"
"2628","Sh04_g002870",18,"Sh04",4062209,4066680,"-",4471,4064444.5,0.402594497875196,4.0644445,"Sh0"
"2629","Sh04_g002890",34,"Sh04",4128381,4133318,"+",4937,4130849.5,0.688677334413612,4.1308495,"Sh0"
"2630","Sh04_g002950",20,"Sh04",4238379,4240826,"-",2447,4239602.5,0.81732733959951,4.2396025,"Sh0"
"2631","Sh04_g002990",21,"Sh04",4272852,4273950,"-",1098,4273401,1.91256830601093,4.273401,"Sh0"
"2632","Sh04_g003000",122,"Sh04",4338982,4342229,"+",3247,4340605.5,3.75731444410225,4.3406055,"Sh0"
"2633","Sh04_g003040",219,"Sh04",4374309,4386177,"-",11868,4380243,1.84529828109201,4.380243,"Sh0"
"2634","Sh04_g003060",18,"Sh04",4428744,4431256,"-",2512,4430000,0.71656050955414,4.43,"Sh0"
"2635","Sh04_g003100",142,"Sh04",4477905,4494821,"-",16916,4486363,0.83944194845117,4.486363,"Sh0"
"2636","Sh04_g003220",18,"Sh04",4666184,4668572,"+",2388,4667378,0.753768844221105,4.667378,"Sh0"
"2637","Sh04_g003290",18,"Sh04",4758086,4761865,"-",3779,4759975.5,0.476316485842815,4.7599755,"Sh0"
"2638","Sh04_g003300",144,"Sh04",4762858,4767941,"+",5083,4765399.5,2.83297265394452,4.7653995,"Sh0"
"2639","Sh04_g003390",18,"Sh04",4835237,4837418,"+",2181,4836327.5,0.825309491059147,4.8363275,"Sh0"
"2640","Sh04_g003400",20,"Sh04",4844914,4845669,"+",755,4845291.5,2.64900662251656,4.8452915,"Sh0"
"2641","Sh04_g003420",18,"Sh04",4851457,4854220,"-",2763,4852838.5,0.651465798045603,4.8528385,"Sh0"
"2642","Sh04_g003480",18,"Sh04",4881181,4882073,"+",892,4881627,2.01793721973094,4.881627,"Sh0"
"2643","Sh04_g003530",6114,"Sh04",4969648,4984474,"+",14826,4977061,41.238365034399,4.977061,"Sh0"
"2644","Sh04_g003550",777,"Sh04",5077922,5079135,"+",1213,5078528.5,64.0560593569662,5.0785285,"Sh0"
"2645","Sh04_g003640",18,"Sh04",5415678,5418895,"+",3217,5417286.5,0.55952751010258,5.4172865,"Sh0"
"2646","Sh04_g003750",55,"Sh04",5556825,5566862,"-",10037,5561843.5,0.547972501743549,5.5618435,"Sh0"
"2647","Sh04_g003810",18,"Sh04",5697781,5699078,"+",1297,5698429.5,1.38781804163454,5.6984295,"Sh0"
"2648","Sh04_g003830",21,"Sh04",5705748,5709884,"-",4136,5707816,0.507736943907157,5.707816,"Sh0"
"2649","Sh04_g003850",83,"Sh04",5715807,5719373,"+",3566,5717590,2.32753785754347,5.71759,"Sh0"
"2650","Sh04_g003900",166,"Sh04",5790830,5794673,"+",3843,5792751.5,4.31954202446006,5.7927515,"Sh0"
"2651","Sh04_g003940",38,"Sh04",5853702,5858630,"+",4928,5856166,0.771103896103896,5.856166,"Sh0"
"2652","Sh04_g004040",38,"Sh04",6007092,6012824,"+",5732,6009958,0.662944870900209,6.009958,"Sh0"
"2653","Sh04_g004110",36,"Sh04",6065096,6066713,"+",1617,6065904.5,2.22634508348794,6.0659045,"Sh0"
"2654","Sh04_g004160",18,"Sh04",6133071,6142215,"-",9144,6137643,0.196850393700787,6.137643,"Sh0"
"2655","Sh04_g004180",38,"Sh04",6185236,6187242,"+",2006,6186239,1.89431704885344,6.186239,"Sh0"
"2656","Sh04_g004240",36,"Sh04",6293212,6294203,"+",991,6293707.5,3.63269424823411,6.2937075,"Sh0"
"2657","Sh04_g004380",18,"Sh04",6509745,6513237,"-",3492,6511491,0.515463917525773,6.511491,"Sh0"
"2658","Sh04_g004430",18,"Sh04",6614385,6618307,"-",3922,6616346,0.458949515553289,6.616346,"Sh0"
"2659","Sh04_g004480",18,"Sh04",6664433,6665188,"-",755,6664810.5,2.3841059602649,6.6648105,"Sh0"
"2660","Sh04_g004620",18,"Sh04",6937414,6939237,"+",1823,6938325.5,0.987383433900165,6.9383255,"Sh0"
"2661","Sh04_g004680",38,"Sh04",7017785,7020197,"+",2412,7018991,1.57545605306799,7.018991,"Sh0"
"2662","Sh04_g004720",55,"Sh04",7055574,7056846,"+",1272,7056210,4.32389937106918,7.05621,"Sh0"
"2663","Sh04_g004770",18,"Sh04",7187429,7191413,"+",3984,7189421,0.451807228915663,7.189421,"Sh0"
"2664","Sh04_g004790",21,"Sh04",7299294,7300864,"+",1570,7300079,1.3375796178344,7.300079,"Sh0"
"2665","Sh04_g004830",19,"Sh04",7326825,7328536,"+",1711,7327680.5,1.1104617182934,7.3276805,"Sh0"
"2666","Sh04_g004880",18,"Sh04",7381039,7383770,"+",2731,7382404.5,0.659099231050897,7.3824045,"Sh0"
"2667","Sh04_g004900",1047,"Sh04",7425182,7428081,"-",2899,7426631.5,36.1159020351845,7.4266315,"Sh0"
"2668","Sh04_g004930",67,"Sh04",7492942,7499564,"-",6622,7496253,1.01177891875566,7.496253,"Sh0"
"2669","Sh04_g005060",3,"Sh04",7696642,7701208,"+",4566,7698925,0.0657030223390276,7.698925,"Sh0"
"2670","Sh04_g005110",592,"Sh04",7712787,7716082,"-",3295,7714434.5,17.9666160849772,7.7144345,"Sh0"
"2671","Sh04_g005130",138,"Sh04",7722040,7725551,"+",3511,7723795.5,3.93050412987753,7.7237955,"Sh0"
"2672","Sh04_g005170",11,"Sh04",7809600,7814164,"+",4564,7811882,0.241016652059597,7.811882,"Sh0"
"2673","Sh04_g005250",18,"Sh04",7905539,7908686,"-",3147,7907112.5,0.571973307912297,7.9071125,"Sh0"
"2674","Sh04_g005290",1209,"Sh04",7936457,7951862,"-",15405,7944159.5,7.84810126582278,7.9441595,"Sh0"
"2675","Sh04_g005350",18,"Sh04",8067147,8071786,"-",4639,8069466.5,0.388014658331537,8.0694665,"Sh0"
"2676","Sh04_g005360",37,"Sh04",8101095,8108404,"+",7309,8104749.5,0.506225201805993,8.1047495,"Sh0"
"2677","Sh04_g005460",105,"Sh04",8223374,8228297,"-",4923,8225835.5,2.13284582571603,8.2258355,"Sh0"
"2678","Sh04_g005530",19,"Sh04",8291224,8296261,"-",5037,8293742.5,0.377208655946,8.2937425,"Sh0"
"2679","Sh04_g005620",55,"Sh04",8380956,8384386,"-",3430,8382671,1.60349854227405,8.382671,"Sh0"
"2680","Sh04_g005720",103,"Sh04",8606968,8613408,"-",6440,8610188,1.59937888198758,8.610188,"Sh0"
"2681","Sh04_g005800",53,"Sh04",8742743,8745973,"-",3230,8744358,1.64086687306502,8.744358,"Sh0"
"2682","Sh04_g005870",19,"Sh04",8773088,8776696,"+",3608,8774892,0.526607538802661,8.774892,"Sh0"
"2683","Sh04_g005880",20,"Sh04",8777702,8783978,"-",6276,8780840,0.318674314850223,8.78084,"Sh0"
"2684","Sh04_g006010",18,"Sh04",9053430,9057454,"+",4024,9055442,0.447316103379722,9.055442,"Sh0"
"2685","Sh04_g006050",18,"Sh04",9115982,9116334,"-",352,9116158,5.11363636363636,9.116158,"Sh0"
"2686","Sh04_g006060",84,"Sh04",9133916,9137464,"+",3548,9135690,2.36753100338219,9.13569,"Sh0"
"2687","Sh04_g006100",36,"Sh04",9192541,9195498,"+",2957,9194019.5,1.21745011836321,9.1940195,"Sh0"
"2688","Sh04_g006180",31,"Sh04",9311182,9318348,"-",7166,9314765,0.432598381244767,9.314765,"Sh0"
"2689","Sh04_g006250",95,"Sh04",9341441,9342570,"-",1129,9342005.5,8.41452612931798,9.3420055,"Sh0"
"2690","Sh04_g006320",18,"Sh04",9434214,9439708,"+",5494,9436961,0.327630141973062,9.436961,"Sh0"
"2691","Sh04_g006340",22,"Sh04",9441512,9443348,"-",1836,9442430,1.19825708061002,9.44243,"Sh0"
"2692","Sh04_g006480",20,"Sh04",9670783,9672456,"-",1673,9671619.5,1.19545726240287,9.6716195,"Sh0"
"2693","Sh04_g006490",19,"Sh04",9681241,9685692,"+",4451,9683466.5,0.426870366209841,9.6834665,"Sh0"
"2694","Sh04_g006510",26,"Sh04",9720496,9722775,"+",2279,9721635.5,1.14085125054849,9.7216355,"Sh0"
"2695","Sh04_g006550",294,"Sh04",9823180,9823903,"+",723,9823541.5,40.6639004149378,9.8235415,"Sh0"
"2696","Sh04_g006570",1574,"Sh04",9900265,9912123,"+",11858,9906194,13.2737392477652,9.906194,"Sh0"
"2697","Sh04_g006580",25,"Sh04",9938562,9944206,"+",5644,9941384,0.442948263642806,9.941384,"Sh0"
"2698","Sh04_g006590",292,"Sh04",9945163,9949543,"+",4380,9947353,6.66666666666667,9.947353,"Sh0"
"2699","Sh04_g006600",132,"Sh04",9986819,9990561,"-",3742,9988690,3.52752538749332,9.98869,"Sh0"
"2700","Sh04_g006660",678,"Sh04",10028647,10030845,"-",2198,10029746,30.8462238398544,10.029746,"Sh0"
"2701","Sh04_g006680",18,"Sh04",10161997,10164339,"-",2342,10163168,0.768573868488471,10.163168,"Sh0"
"2702","Sh04_g006700",265,"Sh04",10176807,10183418,"-",6611,10180112.5,4.00847073060051,10.1801125,"Sh0"
"2703","Sh04_g006710",32,"Sh04",10187379,10188382,"-",1003,10187880.5,3.19042871385842,10.1878805,"Sh0"
"2704","Sh04_g006750",546,"Sh04",10290868,10294110,"+",3242,10292489,16.841455891425,10.292489,"Sh0"
"2705","Sh04_g006780",231,"Sh04",10402318,10403308,"+",990,10402813,23.3333333333333,10.402813,"Sh0"
"2706","Sh04_g006930",20,"Sh04",10599088,10602782,"-",3694,10600935,0.541418516513265,10.600935,"Sh0"
"2707","Sh04_g007120",58,"Sh04",10968120,10969493,"-",1373,10968806.5,4.22432629278951,10.9688065,"Sh0"
"2708","Sh04_g007220",228,"Sh04",11229637,11230554,"-",917,11230095.5,24.8636859323882,11.2300955,"Sh0"
"2709","Sh04_g007300",18,"Sh04",11470497,11475274,"+",4777,11472885.5,0.376805526481055,11.4728855,"Sh0"
"2710","Sh04_g007310",212,"Sh04",11482110,11486795,"+",4685,11484452.5,4.52508004268944,11.4844525,"Sh0"
"2711","Sh04_g007320",98,"Sh04",11486797,11488775,"+",1978,11487786,4.95449949443883,11.487786,"Sh0"
"2712","Sh04_g007360",18,"Sh04",11637620,11640310,"+",2690,11638965,0.669144981412639,11.638965,"Sh0"
"2713","Sh04_g007400",353,"Sh04",11725938,11731890,"+",5952,11728914,5.93077956989247,11.728914,"Sh0"
"2714","Sh04_g007410",560,"Sh04",11828821,11849748,"+",20927,11839284.5,2.67596884407703,11.8392845,"Sh0"
"2715","Sh04_g007430",111,"Sh04",11878177,11878572,"-",395,11878374.5,28.1012658227848,11.8783745,"Sh0"
"2716","Sh04_g007440",188,"Sh04",11879056,11879307,"-",251,11879181.5,74.9003984063745,11.8791815,"Sh0"
"2717","Sh04_g007670",346,"Sh04",12322691,12325248,"+",2557,12323969.5,13.5314822057098,12.3239695,"Sh0"
"2718","Sh04_g007680",18,"Sh04",12353197,12353626,"-",429,12353411.5,4.1958041958042,12.3534115,"Sh0"
"2719","Sh04_g007690",83,"Sh04",12385939,12389265,"-",3326,12387602,2.49549007817198,12.387602,"Sh0"
"2720","Sh04_g007700",58,"Sh04",12471947,12476384,"+",4437,12474165.5,1.30718954248366,12.4741655,"Sh0"
"2721","Sh04_g007740",97,"Sh04",12559346,12561995,"+",2649,12560670.5,3.66175915439789,12.5606705,"Sh0"
"2722","Sh04_g007760",18,"Sh04",12734318,12735793,"-",1475,12735055.5,1.22033898305085,12.7350555,"Sh0"
"2723","Sh04_g007810",18,"Sh04",12853685,12855155,"+",1470,12854420,1.22448979591837,12.85442,"Sh0"
"2724","Sh04_g007870",42,"Sh04",12904488,12908464,"-",3976,12906476,1.05633802816901,12.906476,"Sh0"
"2725","Sh04_g007970",18,"Sh04",13064852,13066781,"-",1929,13065816.5,0.933125972006221,13.0658165,"Sh0"
"2726","Sh04_g008030",18,"Sh04",13233210,13236173,"-",2963,13234691.5,0.607492406344921,13.2346915,"Sh0"
"2727","Sh04_g008040",18,"Sh04",13242273,13245754,"+",3481,13244013.5,0.517092789428325,13.2440135,"Sh0"
"2728","Sh04_g008180",18,"Sh04",13427431,13428307,"-",876,13427869,2.05479452054794,13.427869,"Sh0"
"2729","Sh04_g008200",17,"Sh04",13460518,13463212,"-",2694,13461865,0.631031922791388,13.461865,"Sh0"
"2730","Sh04_g008210",19,"Sh04",13510305,13516540,"+",6235,13513422.5,0.304731355252606,13.5134225,"Sh0"
